fighter1,fighter2,odds1,odds2,winner,score,time,date,class
Johnson T.,Golm M.,2.44,1.56,Johnson T.,PTS,02:30,04 Feb 2018,heavyweight-ufc-men
Miocic S.,Ngannou F.,2.52,1.56,Miocic S.,PTS,04:30,21 Jan 2018,heavyweight-ufc-men
Gane C.,Boser T.,1.15,5.31,Gane C.,PTS,09:30,21 Dec 2019,heavyweight-ufc-men
Overeem A.,Rozenstruik J.,2.09,1.75,Rozenstruik J.,KO,04:30,08 Dec 2019,heavyweight-ufc-men
Overeem A.,Harris W.,,,canc.,canc.,02:00,08 Dec 2019,heavyweight-ufc-men
Volkov A.,Hardy G.,1.31,3.5,Volkov A.,PTS,21:00,09 Nov 2019,heavyweight-ufc-men
Lewis D.,Ivanov B.,1.94,1.89,Lewis D.,PTS,02:30,03 Nov 2019,heavyweight-ufc-men
Arlovski A.,Rozenstruik J.,2.24,1.65,Rozenstruik J.,KO,00:00,03 Nov 2019,heavyweight-ufc-men
Hardy G.,Danho J.,,,canc.,canc.,21:00,26 Oct 2019,heavyweight-ufc-men
Pavlovich S.,Greene M.,1.42,2.93,Pavlovich S.,TKO,10:30,26 Oct 2019,heavyweight-ufc-men
Hardy G.,Sosoli B.,1.28,3.71,Draw,Draw,03:00,19 Oct 2019,heavyweight-ufc-men
Spitz D.,Boser T.,2.15,1.71,Boser T.,PTS,22:00,18 Oct 2019,heavyweight-ufc-men
Tuivasa T.,Spivak S.,1.32,3.45,Spivak S.,SUBM,02:30,06 Oct 2019,heavyweight-ufc-men
Duffee T.,Hughes J.,2.08,1.77,Draw,Draw,01:30,15 Sep 2019,heavyweight-ufc-men
Tybura M.,Sakai A.,2.0,1.82,Sakai A.,KO,23:30,14 Sep 2019,heavyweight-ufc-men
Blaydes C.,Abdurahimov S.,1.2,4.61,Blaydes C.,TKO,18:30,07 Sep 2019,heavyweight-ufc-men
Cormier D.,Miocic S.,1.73,2.13,Miocic S.,TKO,04:00,18 Aug 2019,heavyweight-ufc-men
Gane C.,Pessoa R.,1.21,4.41,Gane C.,SUBM,23:30,10 Aug 2019,heavyweight-ufc-men
Boser T.,Lemos G.,1.62,2.35,canc.,canc.,22:30,27 Jul 2019,heavyweight-ufc-men
Oleynik A.,Harris W.,2.37,1.61,Harris W.,KO,03:00,21 Jul 2019,heavyweight-ufc-men
Arlovski A.,Rothwell B.,2.53,1.54,Arlovski A.,PTS,01:00,21 Jul 2019,heavyweight-ufc-men
Ngannou F.,Dos Santos J.,1.45,2.82,Ngannou F.,TKO,03:30,30 Jun 2019,heavyweight-ufc-men
Greene M.,Albini J.,1.85,1.98,Greene M.,TKO,22:00,29 Jun 2019,heavyweight-ufc-men
Crowder A.,Rozenstruik J.,2.89,1.42,Rozenstruik J.,KO,21:00,22 Jun 2019,heavyweight-ufc-men
Tuivasa T.,Ivanov B.,1.63,2.31,Ivanov B.,PTS,02:00,09 Jun 2019,heavyweight-ufc-men
Harris W.,Spivak S.,1.57,2.41,Harris W.,TKO,00:30,05 May 2019,heavyweight-ufc-men
Bhullar A.,Adams J.,2.11,1.73,Bhullar A.,PTS,21:30,04 May 2019,heavyweight-ufc-men
Hardy G.,Smoliakov D.,1.31,3.53,Hardy G.,TKO,03:00,28 Apr 2019,heavyweight-ufc-men
Overeem A.,Oleynik A.,1.41,2.96,Overeem A.,TKO,19:30,20 Apr 2019,heavyweight-ufc-men
Tybura M.,Abdurahimov S.,1.72,2.14,Abdurahimov S.,TKO,15:15,20 Apr 2019,heavyweight-ufc-men
Blaydes C.,Willis J.,1.36,3.14,Blaydes C.,PTS,02:00,24 Mar 2019,heavyweight-ufc-men
Lewis D.,Dos Santos J.,2.83,1.45,Dos Santos J.,TKO,04:00,10 Mar 2019,heavyweight-ufc-men
Ivanov B.,Rothwell B.,2.0,1.85,Ivanov B.,PTS,02:30,10 Mar 2019,heavyweight-ufc-men
Greene M.,Hughes J.,3.05,1.4,Greene M.,PTS,23:30,09 Mar 2019,heavyweight-ufc-men
Struve S.,Rogerio de Lima M.,1.9,1.93,Struve S.,SUBM,21:00,23 Feb 2019,heavyweight-ufc-men
Ngannou F.,Velasquez C.,2.55,1.52,Ngannou F.,KO,04:30,18 Feb 2019,heavyweight-ufc-men
Albini J.,Sosnovskiy D.,,,canc.,canc.,02:00,03 Feb 2019,heavyweight-ufc-men
Albini J.,Rozenstruik J.,1.73,2.13,Rozenstruik J.,TKO,23:30,02 Feb 2019,heavyweight-ufc-men
Hardy G.,Crowder A.,1.2,4.71,Crowder A.,DQ,05:00,20 Jan 2019,heavyweight-ufc-men
Romanov A.,Martinez R.,1.21,4.3,Romanov A.,SUBM,21:15,12 Sep 2020,heavyweight-ufc-men
Overeem A.,Sakai A.,1.58,2.39,Overeem A.,TKO,01:30,06 Sep 2020,heavyweight-ufc-men
Rogerio de Lima M.,Romanov A.,2.25,1.63,canc.,canc.,22:30,05 Sep 2020,heavyweight-ufc-men
Saint Preux O.,Gamzatov S.,,,canc.,canc.,23:00,22 Aug 2020,heavyweight-ufc-men
Miocic S.,Cormier D.,1.93,1.91,Miocic S.,PTS,04:00,16 Aug 2020,heavyweight-ufc-men
Daukaus C.,Porter P.,1.96,1.86,Daukaus C.,TKO,23:30,15 Aug 2020,heavyweight-ufc-men
Lewis D.,Oleynik A.,1.49,2.68,Lewis D.,TKO,03:00,09 Aug 2020,heavyweight-ufc-men
Pavlovich S.,Gane C.,,,canc.,canc.,23:00,08 Aug 2020,heavyweight-ufc-men
Werdum F.,Gustafsson A.,3.48,1.31,Werdum F.,SUBM,02:00,26 Jul 2020,heavyweight-ufc-men
Collier J.,Aspinall T.,3.49,1.31,Aspinall T.,TKO,22:30,25 Jul 2020,heavyweight-ufc-men
Spivak S.,Felipe C.,1.55,2.46,Spivak S.,PTS,21:00,18 Jul 2020,heavyweight-ufc-men
Tybura M.,Grishin M.,1.72,2.13,Tybura M.,PTS,23:30,11 Jul 2020,heavyweight-ufc-men
Tybura M.,Romanov A.,1.94,1.8,canc.,canc.,23:00,11 Jul 2020,heavyweight-ufc-men
Villante G.,Greene M.,3.12,1.37,Greene M.,SUBM,01:30,28 Jun 2020,heavyweight-ufc-men
Blaydes C.,Volkov A.,1.25,3.96,Blaydes C.,PTS,02:00,21 Jun 2020,heavyweight-ufc-men
Ivanov B.,Sakai A.,1.97,1.85,Sakai A.,PTS,02:30,31 May 2020,heavyweight-ufc-men
Overeem A.,Harris W.,2.28,1.65,Overeem A.,TKO,03:00,17 May 2020,heavyweight-ufc-men
Mayes D.,Nascimento R.,1.9,1.91,Nascimento R.,SUBM,22:00,16 May 2020,heavyweight-ufc-men
Rothwell B.,Saint Preux O.,2.23,1.69,Rothwell B.,PTS,02:30,14 May 2020,heavyweight-ufc-men
Sherman C.,Villanueva I.,1.63,2.32,Sherman C.,TKO,22:00,13 May 2020,heavyweight-ufc-men
Ngannou F.,Rozenstruik J.,1.38,3.11,Ngannou F.,KO,03:00,10 May 2020,heavyweight-ufc-men
Werdum F.,Oleynik A.,1.31,3.5,Oleynik A.,PTS,01:00,10 May 2020,heavyweight-ufc-men
Spivak S.,Felipe C.,,,canc.,canc.,21:00,09 May 2020,heavyweight-ufc-men
Arlovski A.,Lins P.,,,canc.,canc.,21:00,02 May 2020,heavyweight-ufc-men
Pessoa R.,Romanov A.,,,canc.,canc.,21:00,25 Apr 2020,heavyweight-ufc-men
Hardy G.,De Castro Y.,,,canc.,canc.,02:00,19 Apr 2020,heavyweight-ufc-men
Rothwell B.,Villante G.,,,canc.,canc.,02:00,19 Apr 2020,heavyweight-ufc-men
Overeem A.,Harris W.,2.31,1.63,postp.,postp.,21:00,11 Apr 2020,heavyweight-ufc-men
Boser T.,Hughes J.,,,postp.,postp.,22:00,28 Mar 2020,heavyweight-ufc-men
Hardy G.,De Castro Y.,1.55,2.42,postp.,postp.,22:00,28 Mar 2020,heavyweight-ufc-men
Collier J.,Aspinall T.,,,postp.,postp.,18:00,21 Mar 2020,heavyweight-ufc-men
Tybura M.,Spivak S.,1.92,1.87,Tybura M.,PTS,23:30,29 Feb 2020,heavyweight-ufc-men
Rogerio de Lima M.,Sosoli B.,1.63,2.32,Rogerio de Lima M.,TKO,01:00,23 Feb 2020,heavyweight-ufc-men
Tafa J.,Adams J.,3.01,1.4,Tafa J.,TKO,04:00,09 Feb 2020,heavyweight-ufc-men
Romanov A.,Martinez R.,1.21,4.3,Romanov A.,SUBM,21:15,12 Sep 2020,heavyweight-ufc-men
Overeem A.,Sakai A.,1.58,2.39,Overeem A.,TKO,01:30,06 Sep 2020,heavyweight-ufc-men
Rogerio de Lima M.,Romanov A.,2.25,1.63,canc.,canc.,22:30,05 Sep 2020,heavyweight-ufc-men
Saint Preux O.,Gamzatov S.,,,canc.,canc.,23:00,22 Aug 2020,heavyweight-ufc-men
Miocic S.,Cormier D.,1.93,1.91,Miocic S.,PTS,04:00,16 Aug 2020,heavyweight-ufc-men
Daukaus C.,Porter P.,1.96,1.86,Daukaus C.,TKO,23:30,15 Aug 2020,heavyweight-ufc-men
Lewis D.,Oleynik A.,1.49,2.68,Lewis D.,TKO,03:00,09 Aug 2020,heavyweight-ufc-men
Pavlovich S.,Gane C.,,,canc.,canc.,23:00,08 Aug 2020,heavyweight-ufc-men
Werdum F.,Gustafsson A.,3.48,1.31,Werdum F.,SUBM,02:00,26 Jul 2020,heavyweight-ufc-men
Collier J.,Aspinall T.,3.49,1.31,Aspinall T.,TKO,22:30,25 Jul 2020,heavyweight-ufc-men
Spivak S.,Felipe C.,1.55,2.46,Spivak S.,PTS,21:00,18 Jul 2020,heavyweight-ufc-men
Tybura M.,Grishin M.,1.72,2.13,Tybura M.,PTS,23:30,11 Jul 2020,heavyweight-ufc-men
Tybura M.,Romanov A.,1.94,1.8,canc.,canc.,23:00,11 Jul 2020,heavyweight-ufc-men
Villante G.,Greene M.,3.12,1.37,Greene M.,SUBM,01:30,28 Jun 2020,heavyweight-ufc-men
Blaydes C.,Volkov A.,1.25,3.96,Blaydes C.,PTS,02:00,21 Jun 2020,heavyweight-ufc-men
Ivanov B.,Sakai A.,1.97,1.85,Sakai A.,PTS,02:30,31 May 2020,heavyweight-ufc-men
Overeem A.,Harris W.,2.28,1.65,Overeem A.,TKO,03:00,17 May 2020,heavyweight-ufc-men
Mayes D.,Nascimento R.,1.9,1.91,Nascimento R.,SUBM,22:00,16 May 2020,heavyweight-ufc-men
Rothwell B.,Saint Preux O.,2.23,1.69,Rothwell B.,PTS,02:30,14 May 2020,heavyweight-ufc-men
Sherman C.,Villanueva I.,1.63,2.32,Sherman C.,TKO,22:00,13 May 2020,heavyweight-ufc-men
Ngannou F.,Rozenstruik J.,1.38,3.11,Ngannou F.,KO,03:00,10 May 2020,heavyweight-ufc-men
Werdum F.,Oleynik A.,1.31,3.5,Oleynik A.,PTS,01:00,10 May 2020,heavyweight-ufc-men
Spivak S.,Felipe C.,,,canc.,canc.,21:00,09 May 2020,heavyweight-ufc-men
Arlovski A.,Lins P.,,,canc.,canc.,21:00,02 May 2020,heavyweight-ufc-men
Pessoa R.,Romanov A.,,,canc.,canc.,21:00,25 Apr 2020,heavyweight-ufc-men
Hardy G.,De Castro Y.,,,canc.,canc.,02:00,19 Apr 2020,heavyweight-ufc-men
Rothwell B.,Villante G.,,,canc.,canc.,02:00,19 Apr 2020,heavyweight-ufc-men
Overeem A.,Harris W.,2.31,1.63,postp.,postp.,21:00,11 Apr 2020,heavyweight-ufc-men
Boser T.,Hughes J.,,,postp.,postp.,22:00,28 Mar 2020,heavyweight-ufc-men
Hardy G.,De Castro Y.,1.55,2.42,postp.,postp.,22:00,28 Mar 2020,heavyweight-ufc-men
Collier J.,Aspinall T.,,,postp.,postp.,18:00,21 Mar 2020,heavyweight-ufc-men
Tybura M.,Spivak S.,1.92,1.87,Tybura M.,PTS,23:30,29 Feb 2020,heavyweight-ufc-men
Rogerio de Lima M.,Sosoli B.,1.63,2.32,Rogerio de Lima M.,TKO,01:00,23 Feb 2020,heavyweight-ufc-men
Tafa J.,Adams J.,3.01,1.4,Tafa J.,TKO,04:00,09 Feb 2020,heavyweight-ufc-men
Perosh A.,Villante G.,4.82,1.18,Villante G.,KO,01:00,15 Nov 2015,light-heavyweight-ufc-men
Maldonado F.,Anderson C.,4.97,1.18,Anderson C.,PTS,03:00,08 Nov 2015,light-heavyweight-ufc-men
Bader R.,Evans R.,2.12,1.69,Bader R.,PTS,23:00,03 Oct 2015,light-heavyweight-ufc-men
Blachowicz J.,Anderson C.,1.81,2.0,Anderson C.,PTS,02:00,06 Sep 2015,light-heavyweight-ufc-men
Rogerio de Lima M.,Krylov N.,1.56,2.38,Krylov N.,TKO,23:00,23 Aug 2015,light-heavyweight-ufc-men
Teixeira G.,Saint Preux O.,1.96,1.83,Teixeira G.,TKO,02:00,09 Aug 2015,light-heavyweight-ufc-men
Rua M.,Nogueira A. R.,1.47,2.64,canc.,canc.,02:00,02 Aug 2015,light-heavyweight-ufc-men
Da Silva L. H.,Craig P.,1.43,2.84,Craig P.,SUBM,23:00,17 Dec 2016,light-heavyweight-ufc-men
Krylov N.,Cirkunov M.,1.9,1.89,Cirkunov M.,SUBM,01:00,11 Dec 2016,light-heavyweight-ufc-men
Anderson C.,O'Connell S.,1.24,4.03,Anderson C.,TKO,02:00,10 Dec 2016,light-heavyweight-ufc-men
Cutelaba I.,Cannonier J.,1.43,2.89,Cannonier J.,PTS,03:00,04 Dec 2016,light-heavyweight-ufc-men
Stansbury J.,Clark D.,1.97,1.85,Clark D.,PTS,00:00,04 Dec 2016,light-heavyweight-ufc-men
Rountree K.,Pedro T.,1.9,1.91,Pedro T.,SUBM,03:00,27 Nov 2016,light-heavyweight-ufc-men
Bader R.,Nogueira A. R.,1.28,3.67,Bader R.,TKO,02:00,20 Nov 2016,light-heavyweight-ufc-men
Barroso F.,Stewart D.,1.65,2.1,Stewart D.,TKO,00:00,20 Nov 2016,light-heavyweight-ufc-men
Saint Preux O.,Manuwa J.,1.62,2.33,Manuwa J.,KO,02:00,09 Oct 2016,light-heavyweight-ufc-men
Da Silva L. H.,Christensen J.,1.85,1.95,Da Silva L. H.,SUBM,01:00,02 Oct 2016,light-heavyweight-ufc-men
Wilson J.,Cutelaba I.,2.21,1.67,Cutelaba I.,PTS,23:15,01 Oct 2016,light-heavyweight-ufc-men
Trinaldo F.,Felder P.,1.75,2.1,Trinaldo F.,TKO,02:00,25 Sep 2016,light-heavyweight-ufc-men
Bader R.,Latifi I.,1.54,2.54,Bader R.,TKO,19:00,03 Sep 2016,light-heavyweight-ufc-men
Johnson A.,Teixeira G.,1.43,2.84,Johnson A.,KO,02:00,21 Aug 2016,light-heavyweight-ufc-men
Krylov N.,Herman E.,1.42,2.9,Krylov N.,KO,00:00,31 Jul 2016,light-heavyweight-ufc-men
Clark D.,Nicholson A.,1.44,2.84,Nicholson A.,KO,21:30,13 Jul 2016,light-heavyweight-ufc-men
Cormier D.,Jones J.,,,canc.,canc.,02:00,10 Jul 2016,light-heavyweight-ufc-men
Bosse S.,O'Connell S.,1.69,2.19,Bosse S.,PTS,02:30,19 Jun 2016,light-heavyweight-ufc-men
Rua M.,Anderson C.,2.33,1.63,Rua M.,PTS,02:30,15 May 2016,light-heavyweight-ufc-men
Nogueira A. R.,Cummins P.,2.9,1.42,Nogueira A. R.,KO,23:30,14 May 2016,light-heavyweight-ufc-men
Krylov N.,Barroso F.,1.5,2.57,Krylov N.,SUBM,18:00,08 May 2016,light-heavyweight-ufc-men
Jones J.,Saint Preux O.,1.14,5.88,Jones J.,PTS,02:00,24 Apr 2016,light-heavyweight-ufc-men
Rogerio de Lima M.,Hester C.,1.78,2.04,Rogerio de Lima M.,SUBM,22:30,23 Apr 2016,light-heavyweight-ufc-men
Teixeira G.,Evans R.,1.47,2.7,Teixeira G.,KO,00:00,17 Apr 2016,light-heavyweight-ufc-men
Pokrajac I.,Blachowicz J.,3.73,1.27,Blachowicz J.,PTS,18:00,10 Apr 2016,light-heavyweight-ufc-men
Anderson C.,Lawlor T.,1.33,3.38,Anderson C.,PTS,03:00,06 Mar 2016,light-heavyweight-ufc-men
Saint Preux O.,Cavalcante R.,1.27,3.91,Saint Preux O.,PTS,04:00,07 Feb 2016,light-heavyweight-ufc-men
Johnson A.,Bader R.,1.38,3.05,Johnson A.,KO,01:00,31 Jan 2016,light-heavyweight-ufc-men
Barroso F.,Edilov A.,,,canc.,canc.,23:00,17 Jan 2016,light-heavyweight-ufc-men
Latifi I.,O'Connell S.,1.36,3.13,Latifi I.,KO,23:00,17 Jan 2016,light-heavyweight-ufc-men
Rountree K.,Oleksiejczuk M.,1.29,3.54,Oleksiejczuk M.,PTS,01:00,31 Dec 2017,light-heavyweight-ufc-men
Teixeira G.,Cirkunov M.,2.35,1.58,Teixeira G.,TKO,01:00,17 Dec 2017,light-heavyweight-ufc-men
Cannonier J.,Blachowicz J.,1.51,2.49,Blachowicz J.,PTS,22:00,16 Dec 2017,light-heavyweight-ufc-men
Kimball J.,Reyes D.,,,SUBM,SUBM,01:00,03 Dec 2017,light-heavyweight-ufc-men
Collier J.,Fortuna M.,2.96,1.4,Collier J.,PTS,23:30,11 Nov 2017,light-heavyweight-ufc-men
Saint Preux O.,Anderson C.,1.6,2.33,Saint Preux O.,KO,00:00,05 Nov 2017,light-heavyweight-ufc-men
Blachowicz J.,Clark D.,2.26,1.62,Blachowicz J.,SUBM,19:00,21 Oct 2017,light-heavyweight-ufc-men
Saint Preux O.,Okami Y.,1.2,4.49,Saint Preux O.,SUBM,02:00,23 Sep 2017,light-heavyweight-ufc-men
Latifi I.,Pedro T.,2.17,1.69,Latifi I.,PTS,02:00,10 Sep 2017,light-heavyweight-ufc-men
Barroso F.,Rakic A.,2.22,1.66,Rakic A.,PTS,15:30,02 Sep 2017,light-heavyweight-ufc-men
Cormier D.,Jones J.,3.23,1.35,Draw,Draw,02:00,30 Jul 2017,light-heavyweight-ufc-men
Cummins P.,Villante G.,2.67,1.49,Cummins P.,PTS,00:00,23 Jul 2017,light-heavyweight-ufc-men
Rountree K.,Craig P.,1.59,2.4,Rountree K.,KO,19:00,16 Jul 2017,light-heavyweight-ufc-men
Bochnovic J.,Giles T.,3.25,1.36,Giles T.,KO,22:30,08 Jul 2017,light-heavyweight-ufc-men
Herman E.,Dollaway CB,2.46,1.56,Dollaway CB,PTS,23:00,07 Jul 2017,light-heavyweight-ufc-men
Christensen J.,Reyes D.,3.63,1.31,Reyes D.,TKO,01:00,26 Jun 2017,light-heavyweight-ufc-men
Stansbury J.,Kimball J.,1.61,2.37,Kimball J.,TKO,21:30,25 Jun 2017,light-heavyweight-ufc-men
Cutelaba I.,Da Silva L. H.,1.35,3.35,Cutelaba I.,KO,02:00,11 Jun 2017,light-heavyweight-ufc-men
Gustafsson A.,Teixeira G.,1.34,3.39,Gustafsson A.,KO,17:00,28 May 2017,light-heavyweight-ufc-men
Christensen J.,Antigulov G.,4.23,1.24,Antigulov G.,SUBM,22:15,13 May 2017,light-heavyweight-ufc-men
Saint Preux O.,Rogerio de Lima M.,1.58,2.39,Saint Preux O.,SUBM,02:00,23 Apr 2017,light-heavyweight-ufc-men
Clark D.,Collier J.,1.71,2.15,Clark D.,PTS,20:00,15 Apr 2017,light-heavyweight-ufc-men
Cormier D.,Johnson A.,2.08,1.76,Cormier D.,SUBM,02:00,09 Apr 2017,light-heavyweight-ufc-men
Manuwa J.,Anderson C.,1.64,2.34,Manuwa J.,KO,22:55,18 Mar 2017,light-heavyweight-ufc-men
Rua M.,Villante G.,1.66,2.24,Rua M.,TKO,03:00,12 Mar 2017,light-heavyweight-ufc-men
Evans R.,Kelly D.,1.43,2.91,Kelly D.,PTS,03:00,05 Mar 2017,light-heavyweight-ufc-men
Pedro T.,Craig P.,1.73,2.14,Pedro T.,TKO,23:30,04 Mar 2017,light-heavyweight-ufc-men
Teixeira G.,Cannonier J.,1.44,2.85,Teixeira G.,PTS,03:00,12 Feb 2017,light-heavyweight-ufc-men
Saint Preux O.,Oezdemir V.,1.28,3.7,Oezdemir V.,PTS,03:00,05 Feb 2017,light-heavyweight-ufc-men
Jolly D.,Rountree K.,2.42,1.57,Rountree K.,KO,00:00,05 Feb 2017,light-heavyweight-ufc-men
Da Silva L. H.,Johnson J.,2.67,1.47,Johnson J.,PTS,22:00,28 Jan 2017,light-heavyweight-ufc-men
Mihajlovic B.,Christensen J.,2.91,1.41,Christensen J.,TKO,23:15,15 Jan 2017,light-heavyweight-ufc-men
Jones J.,Gustafsson A.,1.33,3.36,Jones J.,TKO,05:00,30 Dec 2018,light-heavyweight-ufc-men
Milstead A.,Rodriguez M.,1.81,2.01,Rodriguez M.,TKO,21:30,15 Dec 2018,light-heavyweight-ufc-men
Manuwa J.,Santos T.,2.6,1.51,Santos T.,KO,03:00,09 Dec 2018,light-heavyweight-ufc-men
Clark D.,Rakic A.,5.1,1.17,Rakic A.,TKO,23:00,08 Dec 2018,light-heavyweight-ufc-men
Rua M.,Pedro T.,4.74,1.19,Rua M.,TKO,04:30,02 Dec 2018,light-heavyweight-ufc-men
Rountree K.,Walker J.,1.52,2.62,Walker J.,KO,04:30,18 Nov 2018,light-heavyweight-ufc-men
Oezdemir V.,Smith A.,1.62,2.37,Smith A.,SUBM,04:30,28 Oct 2018,light-heavyweight-ufc-men
Villante G.,Herman E.,1.43,2.88,Villante G.,PTS,02:30,28 Oct 2018,light-heavyweight-ufc-men
Saint Preux O.,Reyes D.,3.04,1.4,Reyes D.,PTS,03:00,07 Oct 2018,light-heavyweight-ufc-men
Santos T.,Anders E.,1.53,2.61,Santos T.,TKO,04:30,23 Sep 2018,light-heavyweight-ufc-men
Henrique L.,Spann R.,2.17,1.71,Spann R.,PTS,01:00,23 Sep 2018,light-heavyweight-ufc-men
Blachowicz J.,Krylov N.,2.25,1.64,Blachowicz J.,SUBM,19:00,15 Sep 2018,light-heavyweight-ufc-men
Antigulov G.,Cutelaba I.,2.0,1.85,Cutelaba I.,TKO,22:00,28 Jul 2018,light-heavyweight-ufc-men
Rua M.,Smith A.,2.38,1.61,Smith A.,KO,20:35,22 Jul 2018,light-heavyweight-ufc-men
Ledet J.,Rakic A.,1.87,1.93,Rakic A.,PTS,16:00,22 Jul 2018,light-heavyweight-ufc-men
Saki G.,Rountree K.,1.67,2.24,Rountree K.,TKO,02:00,08 Jul 2018,light-heavyweight-ufc-men
Saint Preux O.,Pedro T.,2.24,1.68,Saint Preux O.,SUBM,12:30,23 Jun 2018,light-heavyweight-ufc-men
Evans R.,Smith A.,2.92,1.43,Smith A.,KO,23:00,09 Jun 2018,light-heavyweight-ufc-men
Villante G.,Alvey S.,2.22,1.67,Alvey S.,PTS,02:00,02 Jun 2018,light-heavyweight-ufc-men
Cannonier J.,Reyes D.,2.79,1.48,Reyes D.,TKO,03:00,20 May 2018,light-heavyweight-ufc-men
Anderson C.,Cummins P.,1.68,2.25,Anderson C.,PTS,00:00,22 Apr 2018,light-heavyweight-ufc-men
Clark D.,Rodriguez M.,1.97,1.87,Clark D.,PTS,23:00,07 Apr 2018,light-heavyweight-ufc-men
Manuwa J.,Blachowicz J.,1.54,2.48,Blachowicz J.,PTS,21:30,17 Mar 2018,light-heavyweight-ufc-men
Johnson J.,Milstead A.,1.39,3.02,Johnson J.,PTS,00:00,04 Mar 2018,light-heavyweight-ufc-men
Saint Preux O.,Latifi I.,,,SUBM,SUBM,03:00,25 Feb 2018,light-heavyweight-ufc-men
Alvey S.,Prachnio M.,,,KO,KO,00:45,25 Feb 2018,light-heavyweight-ufc-men
Pedro T.,Safarov S.,1.33,3.31,Pedro T.,SUBM,02:00,11 Feb 2018,light-heavyweight-ufc-men
Cormier D.,Oezdemir V.,1.28,3.77,Cormier D.,TKO,04:00,21 Jan 2018,light-heavyweight-ufc-men
Oezdemir V.,Rakic A.,2.26,1.66,Oezdemir V.,PTS,12:00,21 Dec 2019,light-heavyweight-ufc-men
Menifield A.,Smith T.,,,canc.,canc.,02:00,08 Dec 2019,light-heavyweight-ufc-men
Blachowicz J.,Souza R.,1.6,2.36,Blachowicz J.,PTS,03:00,17 Nov 2019,light-heavyweight-ufc-men
Nogueira A. R.,Smith T.,,,canc.,canc.,22:00,16 Nov 2019,light-heavyweight-ufc-men
Ibragimov K.,Herman E.,1.5,2.59,Herman E.,PTS,20:00,09 Nov 2019,light-heavyweight-ufc-men
Herman E.,Antigulov G.,,,canc.,canc.,17:00,09 Nov 2019,light-heavyweight-ufc-men
Anderson C.,Walker J.,2.4,1.57,Anderson C.,TKO,01:00,03 Nov 2019,light-heavyweight-ufc-men
Weidman C.,Reyes D.,2.52,1.54,Reyes D.,KO,04:00,19 Oct 2019,light-heavyweight-ufc-men
Clark D.,Spann R.,2.46,1.58,Spann R.,SUBM,00:00,13 Oct 2019,light-heavyweight-ufc-men
Cutelaba I.,Rountree K.,1.96,1.88,Cutelaba I.,TKO,19:00,28 Sep 2019,light-heavyweight-ufc-men
Moreira V.,Craig P.,1.9,1.91,Craig P.,SUBM,21:30,21 Sep 2019,light-heavyweight-ufc-men
Teixeira G.,Krylov N.,1.99,1.85,Teixeira G.,PTS,02:00,15 Sep 2019,light-heavyweight-ufc-men
Jung D. U.,Ibragimov K.,3.13,1.38,Jung D. U.,SUBM,08:30,31 Aug 2019,light-heavyweight-ufc-men
Safarov S.,Jung D. U.,,,canc.,canc.,07:00,31 Aug 2019,light-heavyweight-ufc-men
Oezdemir V.,Latifi I.,1.59,2.39,Oezdemir V.,KO,01:00,11 Aug 2019,light-heavyweight-ufc-men
Alvey S.,Farias de Abreu K.,2.48,1.56,Farias de Abreu K.,PTS,23:30,20 Jul 2019,light-heavyweight-ufc-men
Rodriguez M.,Allan J.,1.23,4.25,Allan J.,PTS,23:30,13 Jul 2019,light-heavyweight-ufc-men
Jones J.,Santos T.,1.17,5.13,Jones J.,PTS,04:00,07 Jul 2019,light-heavyweight-ufc-men
Ledet J.,Lungiambula D.,,,canc.,canc.,01:00,30 Jun 2019,light-heavyweight-ufc-men
Anders E.,Moreira V.,1.3,3.58,Anders E.,KO,00:00,30 Jun 2019,light-heavyweight-ufc-men
Lungiambula D.,Townsend D.,1.28,3.76,Lungiambula D.,TKO,23:00,29 Jun 2019,light-heavyweight-ufc-men
Gustafsson A.,Smith A.,1.32,3.38,Smith A.,SUBM,19:00,01 Jun 2019,light-heavyweight-ufc-men
Clark D.,Stosic D.,1.87,1.93,Clark D.,PTS,14:30,01 Jun 2019,light-heavyweight-ufc-men
Cummins P.,Herman E.,1.39,2.97,Herman E.,TKO,22:00,18 May 2019,light-heavyweight-ufc-men
Barcelos R.,Nurmagomedov S.,,,canc.,canc.,02:00,12 May 2019,light-heavyweight-ufc-men
Teixeira G.,Cutelaba I.,1.86,1.98,Teixeira G.,SUBM,02:00,28 Apr 2019,light-heavyweight-ufc-men
Edilov A.,Clark D.,,,canc.,canc.,18:00,20 Apr 2019,light-heavyweight-ufc-men
Antigulov G.,Dolidze R.,,,canc.,canc.,14:45,20 Apr 2019,light-heavyweight-ufc-men
Anders E.,Rountree K.,1.53,2.56,Rountree K.,PTS,03:00,14 Apr 2019,light-heavyweight-ufc-men
Nzechukwu K.,Craig P.,1.54,2.5,Craig P.,SUBM,23:30,30 Mar 2019,light-heavyweight-ufc-men
Oezdemir V.,Reyes D.,3.04,1.38,Reyes D.,PTS,21:30,16 Mar 2019,light-heavyweight-ufc-men
Safarov S.,Saki G.,,,canc.,canc.,17:00,16 Mar 2019,light-heavyweight-ufc-men
Jones J.,Smith A.,1.13,6.38,Jones J.,PTS,05:00,03 Mar 2019,light-heavyweight-ufc-men
Oezdemir V.,Rakic A.,2.26,1.66,Oezdemir V.,PTS,12:00,21 Dec 2019,light-heavyweight-ufc-men
